team,opponent,##,Player,GS,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS,date,time,site,team_score,opponent_score
Columbia,LOYOLA,24,"24 Surloff, Emily",*,33,4-9,2-4,1-2,2-1,3,2,1,2,0,0,11,11/28/15,2:00 P.M.,"New York, N.Y. (Levien Gymnasium)",63,53
Columbia,LOYOLA,32,"32 Oliver, Tori",*,34,3-12,0-0,2-3,1-4,5,0,4,3,2,2,8,11/28/15,2:00 P.M.,"New York, N.Y. (Levien Gymnasium)",63,53
Columbia,LOYOLA,01,"01 Giuliano, Alexa",*,19,3-7,2-5,0-0,0-0,0,0,0,1,0,0,8,11/28/15,2:00 P.M.,"New York, N.Y. (Levien Gymnasium)",63,53
Columbia,LOYOLA,02,"02 Mead, Sara",*,32,1-2,0-1,4-6,2-4,6,4,4,3,1,3,6,11/28/15,2:00 P.M.,"New York, N.Y. (Levien Gymnasium)",63,53
Columbia,LOYOLA,13,"13 Roeper, Devon",,13,3-6,0-0,2-4,1-4,5,5,1,2,0,0,8,11/28/15,2:00 P.M.,"New York, N.Y. (Levien Gymnasium)",63,53
Columbia,LOYOLA,04,"04 Tippet, Paige",,16,1-2,0-0,0-0,0-0,0,3,0,0,0,1,2,11/28/15,2:00 P.M.,"New York, N.Y. (Levien Gymnasium)",63,53
Columbia,LOYOLA,03,"03 Little, Josie",,5,1-2,0-0,0-0,0-0,0,5,0,1,0,0,2,11/28/15,2:00 P.M.,"New York, N.Y. (Levien Gymnasium)",63,53
Columbia,LOYOLA,05,"05 Ryan, Kathleen",,0+,0-0,0-0,1-2,0-0,0,0,0,0,0,0,1,11/28/15,2:00 P.M.,"New York, N.Y. (Levien Gymnasium)",63,53
Columbia,LOYOLA,14,"14 Korner, Paulina",,6,0-1,0-1,0-0,0-1,1,1,1,0,0,0,0,11/28/15,2:00 P.M.,"New York, N.Y. (Levien Gymnasium)",63,53
Columbia,LOYOLA,33,"33 Lee, Abby",,5,0-1,0-1,0-0,0-2,2,1,0,1,0,0,0,11/28/15,2:00 P.M.,"New York, N.Y. (Levien Gymnasium)",63,53
Columbia,LOYOLA,TM,TM TEAM,,0,0-0,0-0,0-0,1-2,3,0,0,1,0,0,0,11/28/15,2:00 P.M.,"New York, N.Y. (Levien Gymnasium)",63,53
Loyola,Old Dominion,05,"05 Marshall, Colleen",*,36,5-17,1-5,3-4,1-2,3,3,2,2,0,1,14,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,42,"42 Perry, Jeneh",*,29,6-11,0-0,0-0,4-6,10,4,0,1,0,2,12,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,11,"11 Betz-White, Bri",*,36,2-11,0-3,6-6,1-1,2,3,3,3,0,0,10,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,23,"23 Mirarchi, Lisa",*,30,2-5,1-1,0-0,1-3,4,2,1,1,0,2,5,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,32,"32 Smith, Steph",*,30,0-4,0-3,0-0,1-2,3,2,1,1,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,21,"21 Daugherty, Lauren",,12,0-2,0-0,0-0,2-2,4,0,0,0,1,0,0,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,03,"03 Omdahl, Abby",,6,0-1,0-0,0-0,0-1,1,0,0,0,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,14,"14 McDonald, Madelene",,4,0-1,0-0,0-0,0-0,0,0,0,1,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,20,"20 Logan, Diana",,4,0-1,0-1,0-0,0-1,1,0,0,0,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,55,"55 Vannoy, Courtney",,4,0-0,0-0,0-0,1-1,2,1,0,0,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,33,"33 Monzo, Carly",,3,0-1,0-0,0-0,0-0,0,0,0,1,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,22,"22 Barazotti, Alex",,2,0-0,0-0,0-0,0-0,0,0,0,1,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,24,"24 Kilcullen, Maria",,2,0-0,0-0,0-0,0-0,0,0,0,1,1,0,0,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,31,"31 Schultz, Tori",,2,0-1,0-0,0-0,0-0,0,0,0,0,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Loyola,Old Dominion,TM,TM TEAM,,0,0-0,0-0,0-0,0-1,1,0,0,1,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",41,64
Old Dominion,Loyola,40,"40 YOUNG, Destinee",*,36,12-20,0-0,4-5,3-12,15,1,1,1,1,2,28,12/02/15,11:00 AM,"Norfolk, Va.",64,41
Old Dominion,Loyola,14,"14 HOLOPAINEN, Annika",*,33,7-12,1-1,2-2,1-3,4,1,1,4,0,0,17,12/02/15,11:00 AM,"Norfolk, Va.",64,41
Old Dominion,Loyola,20,"20 BROWN, Keyana",*,29,3-7,2-5,0-0,1-3,4,2,1,1,1,2,8,12/02/15,11:00 AM,"Norfolk, Va.",64,41
Old Dominion,Loyola,05,"05 SMITH, Gianna",*,16,0-2,0-0,0-0,1-2,3,0,1,1,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",64,41
Old Dominion,Loyola,02,"02 TIMMONS, Makayla",*,12,0-2,0-1,0-0,0-1,1,1,1,1,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",64,41
Old Dominion,Loyola,03,"03 BERNARDECO, Carolina",,25,3-5,0-1,1-2,0-0,0,0,6,3,0,0,7,12/02/15,11:00 AM,"Norfolk, Va.",64,41
Old Dominion,Loyola,30,"30 JACKSON, Ashley",,18,1-3,0-1,2-2,0-2,2,0,3,0,0,0,4,12/02/15,11:00 AM,"Norfolk, Va.",64,41
Old Dominion,Loyola,24,"24 YOUNGER, LaQuanda",,23,0-2,0-2,0-0,0-3,3,1,4,0,2,3,0,12/02/15,11:00 AM,"Norfolk, Va.",64,41
Old Dominion,Loyola,00,"00 KEMP, Rhaven",,8,0-1,0-0,0-0,1-1,2,2,1,1,0,1,0,12/02/15,11:00 AM,"Norfolk, Va.",64,41
Old Dominion,Loyola,TM,TM TEAM,,0,0-0,0-0,0-0,1-2,3,0,0,1,0,0,0,12/02/15,11:00 AM,"Norfolk, Va.",64,41
Loyola,Mount St. Mary's,05,"05 Marshall, Colleen",*,39,5-17,3-7,10-11,1-3,4,2,4,1,0,5,23,12/05/15,4:30 p.m.,"Emmitsburg, Md.",65,63
Loyola,Mount St. Mary's,42,"42 Perry, Jeneh",*,37,7-9,0-0,3-4,3-4,7,3,1,1,0,3,17,12/05/15,4:30 p.m.,"Emmitsburg, Md.",65,63
Loyola,Mount St. Mary's,32,"32 Smith, Steph",*,30,3-7,2-6,0-0,1-3,4,3,0,2,0,1,8,12/05/15,4:30 p.m.,"Emmitsburg, Md.",65,63
Loyola,Mount St. Mary's,11,"11 Betz-White, Bri",*,38,1-4,0-1,2-4,0-2,2,4,4,7,0,0,4,12/05/15,4:30 p.m.,"Emmitsburg, Md.",65,63
Loyola,Mount St. Mary's,23,"23 Mirarchi, Lisa",*,24,0-2,0-1,0-0,2-0,2,0,2,5,0,1,0,12/05/15,4:30 p.m.,"Emmitsburg, Md.",65,63
Loyola,Mount St. Mary's,20,"20 Logan, Diana",,16,4-9,1-2,0-0,0-1,1,2,1,2,0,0,9,12/05/15,4:30 p.m.,"Emmitsburg, Md.",65,63
Loyola,Mount St. Mary's,21,"21 Daugherty, Lauren",,6,0-1,0-0,2-2,0-0,0,2,0,0,1,1,2,12/05/15,4:30 p.m.,"Emmitsburg, Md.",65,63
Loyola,Mount St. Mary's,03,"03 Omdahl, Abby",,3,1-1,0-0,0-0,0-2,2,0,0,1,0,0,2,12/05/15,4:30 p.m.,"Emmitsburg, Md.",65,63
Loyola,Mount St. Mary's,55,"55 Vannoy, Courtney",,7,0-2,0-0,0-0,2-1,3,1,0,0,0,0,0,12/05/15,4:30 p.m.,"Emmitsburg, Md.",65,63
Loyola,Mount St. Mary's,TM,TM TEAM,,0,0-0,0-0,0-0,0-2,2,0,0,0,0,0,0,12/05/15,4:30 p.m.,"Emmitsburg, Md.",65,63
Mount St. Mary's,Loyola,04,"04 CARTER, Alexis",*,35,9-14,3-3,1-2,0-6,6,1,0,5,2,3,22,12/05/15,4:30 p.m.,"Emmitsburg, Md.",63,65
Mount St. Mary's,Loyola,25,"25 HARRIS, Jessica",*,35,5-13,2-4,0-0,2-6,8,3,1,3,1,2,12,12/05/15,4:30 p.m.,"Emmitsburg, Md.",63,65
Mount St. Mary's,Loyola,11,"11 DICKSON, Katrice",*,31,3-7,0-1,3-5,1-1,2,1,3,3,1,1,9,12/05/15,4:30 p.m.,"Emmitsburg, Md.",63,65
Mount St. Mary's,Loyola,14,"14 ARTHUR-WILLIAMS, S.",*,17,3-6,0-0,2-2,2-1,3,1,0,3,0,0,8,12/05/15,4:30 p.m.,"Emmitsburg, Md.",63,65
Mount St. Mary's,Loyola,03,"03 BELANGER-FINN, K.",*,31,2-4,0-0,0-0,2-1,3,4,4,4,0,0,4,12/05/15,4:30 p.m.,"Emmitsburg, Md.",63,65
Mount St. Mary's,Loyola,31,"31 EISENHARD, Kaitlyn",,22,2-4,0-0,3-5,3-2,5,4,0,0,0,0,7,12/05/15,4:30 p.m.,"Emmitsburg, Md.",63,65
Mount St. Mary's,Loyola,24,"24 LAWLESS, Juliette",,11,0-0,0-0,1-2,0-1,1,2,2,3,0,1,1,12/05/15,4:30 p.m.,"Emmitsburg, Md.",63,65
Mount St. Mary's,Loyola,12,"12 BATES, Kayla",,11,0-2,0-0,0-0,0-1,1,0,1,1,0,0,0,12/05/15,4:30 p.m.,"Emmitsburg, Md.",63,65
Mount St. Mary's,Loyola,13,"13 KOUTRIS, Stacey",,5,0-1,0-1,0-0,0-1,1,1,0,0,0,0,0,12/05/15,4:30 p.m.,"Emmitsburg, Md.",63,65
Mount St. Mary's,Loyola,45,"45 LEFTWICH, Jayla",,2,0-0,0-0,0-0,0-0,0,1,0,0,0,0,0,12/05/15,4:30 p.m.,"Emmitsburg, Md.",63,65
Mount St. Mary's,Loyola,TM,TM TEAM,,0,0-0,0-0,0-0,0-2,2,0,0,2,0,0,0,12/05/15,4:30 p.m.,"Emmitsburg, Md.",63,65
Loyola,Maryland,05,"05 Marshall, Colleen",*,33,3-15,1-7,0-0,2-1,3,2,3,4,0,0,7,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,42,"42 Perry, Jeneh",*,27,3-7,0-0,0-0,1-5,6,1,1,4,0,2,6,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,23,"23 Mirarchi, Lisa",*,29,2-4,1-3,0-0,0-1,1,2,0,0,0,2,5,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,11,"11 Betz-White, Bri",*,24,2-6,0-2,1-1,0-2,2,3,1,2,0,1,5,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,32,"32 Smith, Steph",*,18,0-2,0-2,0-0,0-3,3,4,1,2,0,0,0,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,20,"20 Logan, Diana",,20,7-14,5-7,0-0,0-1,1,2,1,3,0,0,19,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,22,"22 Barazotti, Alex",,3,1-2,1-2,0-0,0-0,0,0,0,1,0,0,3,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,33,"33 Monzo, Carly",,23,1-6,0-3,0-0,2-3,5,3,3,1,0,0,2,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,21,"21 Daugherty, Lauren",,8,0-0,0-0,0-0,1-2,3,1,1,0,0,0,0,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,14,"14 McDonald, Madelene",,5,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,24,"24 Kilcullen, Maria",,5,0-1,0-1,0-0,0-0,0,0,1,0,0,1,0,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,55,"55 Vannoy, Courtney",,3,0-1,0-1,0-0,0-0,0,0,0,0,0,0,0,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,31,"31 Schultz, Tori",,2,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Loyola,Maryland,TM,TM TEAM,,0,0-0,0-0,0-0,3-0,3,0,0,4,0,0,0,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",47,97
Maryland,Loyola,32,32 S. Walker-Kimbrough,*,26,9-13,1-1,2-2,1-4,5,1,3,2,0,4,21,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
Maryland,Loyola,42,42 Brionna Jones,*,23,3-3,0-0,3-3,1-3,4,1,0,1,3,0,9,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
Maryland,Loyola,01,01 Kiah Gillespie,*,20,4-15,0-3,0-0,2-2,4,0,1,1,1,1,8,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
Maryland,Loyola,05,05 Malina Howard,*,23,2-4,0-0,1-2,2-4,6,0,1,0,2,0,5,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
Maryland,Loyola,15,15 Chloe Pavlech,*,21,0-1,0-1,2-2,0-0,0,1,4,1,0,1,2,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
Maryland,Loyola,03,03 Brene Moseley,,19,5-6,0-0,5-5,0-2,2,0,4,1,0,0,15,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
Maryland,Loyola,34,34 Brianna Fraser,,20,5-8,0-0,1-2,2-4,6,1,0,0,0,0,11,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
Maryland,Loyola,12,12 Kristen Confroy,,18,4-7,2-5,0-0,1-1,2,0,1,1,0,4,10,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
Maryland,Loyola,02,02 Kiara Leslie,,16,2-5,1-1,4-4,2-2,4,0,1,0,0,1,9,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
Maryland,Loyola,33,33 A'Lexus Harrison,,9,2-4,0-0,3-5,3-3,6,0,1,1,0,0,7,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
Maryland,Loyola,00,00 Aja Ellison,,5,0-2,0-0,0-0,1-1,2,0,0,0,0,0,0,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
Maryland,Loyola,TM,TM TEAM,,0,0-0,0-0,0-0,0-2,2,0,0,0,0,0,0,12/08/15,7:00 p.m.,"College Park, Md. (XFINITY Center)",97,47
UMBC,Loyola Maryland,04,"04 McCarley, Taylor",*,38,4-12,2-3,8-10,1-4,5,4,3,4,0,0,18,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",52,46
UMBC,Loyola Maryland,13,"13 Wilson, Pandora",*,34,5-12,0-0,3-4,2-5,7,1,0,4,0,0,13,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",52,46
UMBC,Loyola Maryland,12,"12 Garner, Capree",*,40,5-16,0-4,0-0,0-5,5,2,2,2,2,3,10,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",52,46
UMBC,Loyola Maryland,25,"25 Castaldo, Laura",*,40,1-4,1-2,2-4,0-5,5,3,1,0,0,2,5,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",52,46
UMBC,Loyola Maryland,15,"15 Hagaman, Amanda",*,30,1-3,0-0,2-2,1-4,5,2,1,3,0,4,4,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",52,46
UMBC,Loyola Maryland,10,"10 Chiamaka, Chukwuma",,12,1-1,0-0,0-0,1-3,4,0,1,0,0,0,2,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",52,46
UMBC,Loyola Maryland,03,"03 McNaughton, Liz",,4,0-0,0-0,0-0,0-0,0,0,0,1,0,0,0,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",52,46
UMBC,Loyola Maryland,23,"23 Russo, Emily",,2,0-0,0-0,0-0,0-1,1,1,1,0,0,0,0,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",52,46
UMBC,Loyola Maryland,TM,TM TEAM,,0,0-0,0-0,0-0,1-1,2,0,0,0,0,0,0,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",52,46
Loyola Maryland,UMBC,32,"32 Smith, Steph",*,34,4-8,4-7,0-0,0-7,7,2,3,1,0,0,12,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",46,52
Loyola Maryland,UMBC,11,"11 Betz-White, Bri",*,40,3-14,2-8,1-2,1-1,2,3,2,5,0,2,9,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",46,52
Loyola Maryland,UMBC,42,"42 Perry, Jeneh",*,32,3-8,0-0,3-6,7-11,18,2,0,4,0,3,9,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",46,52
Loyola Maryland,UMBC,05,"05 Marshall, Colleen",*,40,3-11,1-4,0-0,0-2,2,4,2,4,0,2,7,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",46,52
Loyola Maryland,UMBC,23,"23 Mirarchi, Lisa",*,34,1-7,0-4,0-0,0-1,1,5,3,1,0,2,2,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",46,52
Loyola Maryland,UMBC,22,"22 Barazotti, Alex",,1,1-2,1-2,0-0,0-0,0,0,0,0,0,0,3,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",46,52
Loyola Maryland,UMBC,21,"21 Daugherty, Lauren",,7,1-2,0-1,0-0,0-3,3,1,0,1,0,0,2,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",46,52
Loyola Maryland,UMBC,33,"33 Monzo, Carly",,7,1-2,0-1,0-0,1-1,2,0,1,0,0,0,2,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",46,52
Loyola Maryland,UMBC,03,"03 Omdahl, Abby",,5,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",46,52
Loyola Maryland,UMBC,24,"24 Kilcullen, Maria",,0+,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",46,52
Loyola Maryland,UMBC,TM,TM TEAM,,0,0-0,0-0,0-0,0-2,2,0,0,1,0,0,0,12/20/15,12 Noon,"Baltimore, Md. (Reitz Arena)",46,52
LOYOLA,St. Francis Brooklyn,05,"05 Marshall, Colleen",*,29,4-17,1-5,0-1,3-2,5,3,4,4,0,2,9,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,42,"42 Perry, Jeneh",*,23,3-5,0-0,2-4,3-3,6,4,2,1,1,1,8,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,32,"32 Smith, Steph",*,24,2-6,2-6,0-0,1-3,4,0,1,1,1,0,6,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,11,"11 Betz-White, Bri",*,23,2-6,0-1,1-2,0-2,2,4,1,3,0,2,5,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,23,"23 Mirarchi, Lisa",*,21,2-3,0-1,0-0,0-1,1,3,0,3,1,0,4,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,12,"12 Gelbaugh, CaLee",,16,2-6,1-3,3-4,0-1,1,1,2,1,0,2,8,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,22,"22 Barazotti, Alex",,19,2-6,1-4,0-2,0-1,1,0,2,1,0,0,5,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,21,"21 Daugherty, Lauren",,9,1-1,0-0,2-2,1-1,2,4,0,1,0,0,4,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,55,"55 Vannoy, Courtney",,6,2-2,0-0,0-0,0-1,1,1,0,1,0,0,4,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,33,"33 Monzo, Carly",,20,0-3,0-1,1-2,3-2,5,2,1,2,0,0,1,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,03,"03 Omdahl, Abby",,8,0-0,0-0,0-0,0-2,2,1,1,0,0,2,0,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,14,"14 McDonald, Madelene",,2,0-0,0-0,0-0,0-0,0,0,1,1,0,0,0,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
LOYOLA,St. Francis Brooklyn,TM,TM TEAM,,0,0-0,0-0,0-0,0-4,4,0,0,0,0,0,0,12/22/15,1:05 PM,"Brooklyn Heights, New York",54,64
St. Francis Brooklyn,LOYOLA,23,"23 PALARINO, Maria",*,33,5-9,0-3,3-5,1-4,5,3,2,1,1,4,13,12/22/15,1:05 PM,"Brooklyn Heights, New York",64,54
St. Francis Brooklyn,LOYOLA,35,"35 LEVEY, Olivia",*,27,3-7,0-0,7-8,2-3,5,0,0,5,0,1,13,12/22/15,1:05 PM,"Brooklyn Heights, New York",64,54
St. Francis Brooklyn,LOYOLA,12,"12 FECHKO, Leah",*,40,4-9,2-4,2-2,3-12,15,1,8,5,0,1,12,12/22/15,1:05 PM,"Brooklyn Heights, New York",64,54
St. Francis Brooklyn,LOYOLA,32,"32 DIRENZO, Dana",*,32,3-5,0-1,2-4,2-2,4,3,0,2,1,3,8,12/22/15,1:05 PM,"Brooklyn Heights, New York",64,54
St. Francis Brooklyn,LOYOLA,11,"11 IOZZIA, Rachel",*,21,2-7,1-4,0-0,0-1,1,3,3,1,0,2,5,12/22/15,1:05 PM,"Brooklyn Heights, New York",64,54
St. Francis Brooklyn,LOYOLA,14,"14 DELANEY, Alex",,22,2-9,2-6,1-2,0-2,2,3,1,1,0,1,7,12/22/15,1:05 PM,"Brooklyn Heights, New York",64,54
St. Francis Brooklyn,LOYOLA,24,"24 PHIPPS, Kat",,17,1-4,1-3,0-0,0-1,1,4,0,2,0,1,3,12/22/15,1:05 PM,"Brooklyn Heights, New York",64,54
St. Francis Brooklyn,LOYOLA,40,"40 WAGNER, Tori",,8,1-1,0-0,1-1,0-1,1,2,2,2,0,0,3,12/22/15,1:05 PM,"Brooklyn Heights, New York",64,54
St. Francis Brooklyn,LOYOLA,TM,TM TEAM,,0,0-0,0-0,0-0,1-3,4,0,0,0,0,0,0,12/22/15,1:05 PM,"Brooklyn Heights, New York",64,54
American,Loyola Maryland,03,"03 Lewis, Kaitlyn",*,29,4-8,2-3,0-2,1-2,3,2,4,5,0,1,10,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",46,52
American,Loyola Maryland,32,"32 Booth, Ari",*,23,4-7,0-3,0-0,0-1,1,2,0,1,2,0,8,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",46,52
American,Loyola Maryland,10,"10 Crisler, Lauren",*,26,3-7,0-0,0-2,1-4,5,4,0,1,0,0,6,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",46,52
American,Loyola Maryland,20,"20 Light, Jordan",*,26,1-2,1-2,0-0,0-0,0,4,2,2,1,0,3,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",46,52
American,Loyola Maryland,23,"23 Koskimies, Elina",*,30,1-6,0-3,0-0,3-4,7,3,0,0,0,1,2,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",46,52
American,Loyola Maryland,44,"44 Carl, Cecily",,16,4-4,0-0,0-0,0-4,4,1,1,0,2,0,8,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",46,52
American,Loyola Maryland,33,"33 Harris, Michael",,13,2-4,0-0,0-0,0-3,3,2,1,2,0,1,4,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",46,52
American,Loyola Maryland,21,"21 Bond, Kate",,6,1-1,1-1,0-0,0-1,1,0,2,0,0,0,3,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",46,52
American,Loyola Maryland,04,"04 Kinneston, Emily",,19,0-6,0-2,1-2,0-1,1,1,2,1,1,1,1,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",46,52
American,Loyola Maryland,14,"14 Liddane, Maria",,12,0-1,0-1,1-2,0-2,2,1,2,2,0,0,1,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",46,52
American,Loyola Maryland,TM,TM TEAM,,0,0-0,0-0,0-0,0-0,0,0,0,1,0,0,0,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",46,52
Loyola Maryland,American,42,"42 Perry, Jeneh",*,32,5-14,0-1,2-2,1-4,5,4,0,1,0,1,12,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",52,46
Loyola Maryland,American,32,"32 Smith, Steph",*,31,3-4,2-2,1-2,3-5,8,3,0,2,0,3,9,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",52,46
Loyola Maryland,American,11,"11 Betz-White, Bri",*,18,2-3,1-2,3-4,1-2,3,4,2,2,0,1,8,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",52,46
Loyola Maryland,American,24,"24 Kilcullen, Maria",*,18,1-6,0-3,1-2,0-1,1,1,0,1,0,1,3,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",52,46
Loyola Maryland,American,23,"23 Mirarchi, Lisa",*,35,0-2,0-2,0-2,2-2,4,1,6,4,0,1,0,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",52,46
Loyola Maryland,American,05,"05 Marshall, Colleen",,31,6-11,1-2,4-4,0-4,4,3,0,3,0,2,17,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",52,46
Loyola Maryland,American,55,"55 Vannoy, Courtney",,3,1-1,0-0,0-0,1-0,1,0,1,0,0,0,2,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",52,46
Loyola Maryland,American,12,"12 Gelbaugh, CaLee",,5,0-2,0-1,1-2,0-1,1,1,0,0,0,0,1,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",52,46
Loyola Maryland,American,21,"21 Daugherty, Lauren",,18,0-4,0-0,0-0,0-3,3,1,2,1,0,0,0,12/30/15,4:30 p.m.,"Baltimore, Md. (Reitz Arena)",52,46
