team,opponent,##,Player,GS,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS,date,time,site,team_score,opponent_score
Loyola Maryland,Navy,45,"45 Therien, Lex",*,31,7-10,0-0,10-10,3-12,15,3,1,7,0,4,24,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Navy,04,"04 Dixon, Taleah",*,26,5-10,1-3,1-1,0-1,1,0,0,2,0,1,12,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Navy,05,"05 Newman, Devyne",*,27,5-8,0-1,1-1,0-2,2,0,4,1,0,0,11,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Navy,01,"01 Ratigan, Kelly",*,29,3-5,2-4,0-0,0-3,3,2,1,2,0,0,8,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Navy,22,"22 Rozzi, Bri",*,33,2-4,0-1,2-4,0-5,5,0,3,1,0,0,6,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Navy,15,"15 Salmerón, Laura",,21,3-4,0-0,1-1,0-2,2,1,0,0,0,0,7,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Navy,12,"12 Garcia, Cristina",,7,1-1,0-0,2-2,0-1,1,4,1,0,0,0,4,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Navy,13,"13 Tañedo, Caramina",,5,0-1,0-1,2-2,0-0,0,0,0,1,0,3,2,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Navy,02,"02 Van-Otoo, Meliah",,10,0-0,0-0,0-0,0-1,1,1,0,3,0,0,0,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Navy,23,"23 Espinal, Marta",,9,0-0,0-0,0-0,0-2,2,1,0,0,0,0,0,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Navy,21,"21 Orza, Caroline",,2,0-1,0-0,0-0,0-0,0,1,0,0,0,0,0,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Navy,TM,TM TEAM,,0,0-0,0-0,0-0,1-1,2,0,0,3,0,0,0,02/19/23,2:00 PM,"Reitz Arena, Baltimore, MD",74,50
Loyola Maryland,Holy Cross,04,"04 Dixon, Taleah",*,33,4-10,1-4,5-8,1-3,4,2,2,2,0,2,14,02/22/23,7:00 PM,"Hart Center, Worcester, MA",51,59
Loyola Maryland,Holy Cross,22,"22 Rozzi, Bri",*,39,4-10,1-5,0-0,2-3,5,4,2,3,0,2,9,02/22/23,7:00 PM,"Hart Center, Worcester, MA",51,59
Loyola Maryland,Holy Cross,01,"01 Ratigan, Kelly",*,34,3-6,1-2,2-2,0-3,3,4,2,2,0,1,9,02/22/23,7:00 PM,"Hart Center, Worcester, MA",51,59
Loyola Maryland,Holy Cross,45,"45 Therien, Lex",*,29,2-10,0-0,3-5,6-7,13,4,1,3,0,1,7,02/22/23,7:00 PM,"Hart Center, Worcester, MA",51,59
Loyola Maryland,Holy Cross,05,"05 Newman, Devyne",*,29,2-11,0-3,0-0,1-2,3,0,1,0,0,1,4,02/22/23,7:00 PM,"Hart Center, Worcester, MA",51,59
Loyola Maryland,Holy Cross,23,"23 Espinal, Marta",,10,1-2,0-0,3-4,0-0,0,3,0,1,0,0,5,02/22/23,7:00 PM,"Hart Center, Worcester, MA",51,59
Loyola Maryland,Holy Cross,12,"12 Garcia, Cristina",,3,0-0,0-0,2-2,0-0,0,0,0,0,0,0,2,02/22/23,7:00 PM,"Hart Center, Worcester, MA",51,59
Loyola Maryland,Holy Cross,13,"13 Tañedo, Caramina",,5,0-0,0-0,1-2,0-2,2,0,0,0,0,0,1,02/22/23,7:00 PM,"Hart Center, Worcester, MA",51,59
Loyola Maryland,Holy Cross,15,"15 Salmerón, Laura",,18,0-1,0-0,0-0,0-0,0,0,0,1,0,1,0,02/22/23,7:00 PM,"Hart Center, Worcester, MA",51,59
Loyola Maryland,Holy Cross,TM,TM TEAM,,0,0-0,0-0,0-0,1-3,4,0,0,2,0,0,0,02/22/23,7:00 PM,"Hart Center, Worcester, MA",51,59
Loyola Maryland,American,45,"45 Therien, Lex",*,33,8-14,0-0,3-5,2-9,11,5,1,4,0,2,19,02/25/23,2:00 PM,"Bender Arena, Washington, DC",59,67
Loyola Maryland,American,01,"01 Ratigan, Kelly",*,35,3-9,3-6,4-4,1-2,3,0,1,1,0,2,13,02/25/23,2:00 PM,"Bender Arena, Washington, DC",59,67
Loyola Maryland,American,04,"04 Dixon, Taleah",*,36,4-13,2-7,2-3,0-2,2,3,2,5,0,1,12,02/25/23,2:00 PM,"Bender Arena, Washington, DC",59,67
Loyola Maryland,American,22,"22 Rozzi, Bri",*,33,2-5,0-2,1-2,0-2,2,4,3,3,0,0,5,02/25/23,2:00 PM,"Bender Arena, Washington, DC",59,67
Loyola Maryland,American,05,"05 Newman, Devyne",*,19,1-5,1-1,0-0,0-1,1,4,1,3,0,0,3,02/25/23,2:00 PM,"Bender Arena, Washington, DC",59,67
Loyola Maryland,American,13,"13 Tañedo, Caramina",,24,1-2,0-1,3-4,3-2,5,5,0,2,1,1,5,02/25/23,2:00 PM,"Bender Arena, Washington, DC",59,67
Loyola Maryland,American,23,"23 Espinal, Marta",,10,1-1,0-0,0-0,2-0,2,3,0,1,0,0,2,02/25/23,2:00 PM,"Bender Arena, Washington, DC",59,67
Loyola Maryland,American,15,"15 Salmerón, Laura",,6,0-0,0-0,0-0,1-1,2,0,0,0,0,0,0,02/25/23,2:00 PM,"Bender Arena, Washington, DC",59,67
Loyola Maryland,American,12,"12 Garcia, Cristina",,4,0-1,0-0,0-0,2-0,2,1,1,0,0,0,0,02/25/23,2:00 PM,"Bender Arena, Washington, DC",59,67
Loyola Maryland,American,TM,TM TEAM,,0,0-0,0-0,0-0,2-4,6,0,0,2,0,0,0,02/25/23,2:00 PM,"Bender Arena, Washington, DC",59,67
Loyola Maryland,Colgate,45,"45 Therien, Lex",*,32,7-11,0-0,9-12,1-8,9,3,0,1,0,2,23,03/01/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,64
Loyola Maryland,Colgate,05,"05 Newman, Devyne",*,25,4-6,1-2,0-0,1-1,2,0,0,1,0,0,9,03/01/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,64
Loyola Maryland,Colgate,04,"04 Dixon, Taleah",*,35,4-11,0-3,0-0,0-1,1,3,5,1,0,4,8,03/01/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,64
Loyola Maryland,Colgate,01,"01 Ratigan, Kelly",*,36,3-10,1-6,0-0,0-3,3,2,1,2,0,0,7,03/01/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,64
Loyola Maryland,Colgate,22,"22 Rozzi, Bri",*,26,0-4,0-0,0-0,1-2,3,4,4,1,0,0,0,03/01/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,64
Loyola Maryland,Colgate,23,"23 Espinal, Marta",,12,1-2,0-0,0-0,1-2,3,1,0,0,0,0,2,03/01/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,64
Loyola Maryland,Colgate,02,"02 Van-Otoo, Meliah",,7,0-0,0-0,1-2,0-0,0,0,0,2,0,0,1,03/01/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,64
Loyola Maryland,Colgate,12,"12 Garcia, Cristina",,14,0-1,0-0,0-0,1-1,2,0,0,2,0,0,0,03/01/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,64
Loyola Maryland,Colgate,15,"15 Salmerón, Laura",,13,0-0,0-0,0-0,0-0,0,1,1,1,0,1,0,03/01/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,64
Loyola Maryland,Colgate,TM,TM TEAM,,0,0-0,0-0,0-0,1-0,1,0,0,0,0,0,0,03/01/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,64
Loyola Maryland,Lafayette,45,"45 Therien, Lex",*,37,6-13,0-1,5-9,3-18,21,3,3,5,0,2,17,03/04/23,4:00 PM,"Kirby Sports Center, Easton, PA",61,52
Loyola Maryland,Lafayette,05,"05 Newman, Devyne",*,33,8-13,1-1,0-0,2-3,5,0,3,1,0,1,17,03/04/23,4:00 PM,"Kirby Sports Center, Easton, PA",61,52
Loyola Maryland,Lafayette,04,"04 Dixon, Taleah",*,35,3-9,2-6,4-4,0-2,2,1,2,1,0,0,12,03/04/23,4:00 PM,"Kirby Sports Center, Easton, PA",61,52
Loyola Maryland,Lafayette,01,"01 Ratigan, Kelly",*,38,4-8,2-4,0-1,0-1,1,2,3,1,0,0,10,03/04/23,4:00 PM,"Kirby Sports Center, Easton, PA",61,52
Loyola Maryland,Lafayette,22,"22 Rozzi, Bri",*,36,1-4,1-3,2-2,0-2,2,3,5,2,0,1,5,03/04/23,4:00 PM,"Kirby Sports Center, Easton, PA",61,52
Loyola Maryland,Lafayette,12,"12 Garcia, Cristina",,11,0-2,0-1,0-0,0-0,0,2,1,0,0,0,0,03/04/23,4:00 PM,"Kirby Sports Center, Easton, PA",61,52
Loyola Maryland,Lafayette,13,"13 Tañedo, Caramina",,5,0-0,0-0,0-0,1-0,1,0,1,0,0,0,0,03/04/23,4:00 PM,"Kirby Sports Center, Easton, PA",61,52
Loyola Maryland,Lafayette,23,"23 Espinal, Marta",,4,0-2,0-0,0-0,1-1,2,1,0,0,0,0,0,03/04/23,4:00 PM,"Kirby Sports Center, Easton, PA",61,52
Loyola Maryland,Lafayette,15,"15 Salmerón, Laura",,1,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,03/04/23,4:00 PM,"Kirby Sports Center, Easton, PA",61,52
Loyola Maryland,Lafayette,TM,TM TEAM,,0,0-0,0-0,0-0,1-1,2,0,0,0,0,0,0,03/04/23,4:00 PM,"Kirby Sports Center, Easton, PA",61,52
Loyola Maryland,Boston U.,04,"04 Dixon, Taleah",*,34,4-10,1-2,2-2,0-3,3,1,1,1,0,1,11,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
Loyola Maryland,Boston U.,05,"05 Newman, Devyne",*,33,5-17,1-3,0-0,1-1,2,2,1,1,0,1,11,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
Loyola Maryland,Boston U.,22,"22 Rozzi, Bri",*,37,3-7,1-3,2-2,0-5,5,0,3,1,0,0,9,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
Loyola Maryland,Boston U.,01,"01 Ratigan, Kelly",*,31,3-7,2-4,0-0,1-6,7,1,0,2,0,1,8,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
Loyola Maryland,Boston U.,45,"45 Therien, Lex",*,28,3-9,0-0,2-2,2-9,11,4,1,2,0,2,8,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
Loyola Maryland,Boston U.,13,"13 Tañedo, Caramina",,13,1-3,1-1,0-0,2-0,2,0,0,1,0,1,3,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
Loyola Maryland,Boston U.,12,"12 Garcia, Cristina",,10,1-3,0-0,0-0,0-0,0,2,0,0,0,0,2,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
Loyola Maryland,Boston U.,23,"23 Espinal, Marta",,12,0-2,0-0,0-0,1-2,3,3,0,4,0,0,0,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
Loyola Maryland,Boston U.,15,"15 Salmerón, Laura",,1,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
Loyola Maryland,Boston U.,35,"35 Therien, Ava",,1,0-0,0-0,0-0,0-0,0,1,0,0,0,0,0,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
Loyola Maryland,Boston U.,21,"21 Orza, Caroline",,0+,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
Loyola Maryland,Boston U.,TM,TM TEAM,,0,0-0,0-0,0-0,3-2,5,0,0,2,0,0,0,03/06/23,6:00 PM,"Case Gym, Boston, MA",52,66
